Identifiant;Adresse;Code postal;Commune;Nature de l'opération;Responsable de l'opération;Date de l'opération;Protohistoire;Antiquité;Moyen-Age;Temps modernes;Epoque contemporaine;X;Y;latitude;longitude
1647;4 boulevard de Port-Royal;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Non;Non;Non;652357.16;6859862.86;48.83705537390763; 2.350918864125306
1674;28 place de la Bourse;75002;Paris;Découverte ancienne;Sellier Charles;1903;Non;Non;Non;Non;Oui;651721.884;6863465.34;48.869404918089; 2.3418552613408745
1309;1 rue Casimir Delavigne;75006;Paris;Découverte ancienne;Vacquer Théodore;1876;Non;Oui;Non;Oui;Non;651527.124;6861380.11;48.85063806820593; 2.3394381443186485
1551;151 rue de Rivoli;75001;Paris;Découverte ancienne;Grimault Prudent Aimé;1925;Non;Non;Non;Oui;Non;650464.422;6863096.93;48.865996438625125; 2.3247568560867666
1883;36 quai des Orfèvres;75001;Paris;Découverte ancienne;;1875 c.;Non;Oui;Non;Non;Non;651824.938;6861891.15;48.85525622232326; 2.3434384974181564
1559;1v boulevard Arago;75013;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Oui;Non;Non;652403.87;6859799.41;48.83648820626823; 2.351562306401458
1315;5 rue Cujas;75005;Paris;Découverte ancienne;Vacquer Théodore;1893;Non;Oui;Oui;Oui;Non;651845.837;6861002.89;48.847269732387154; 2.3438239059375667
1250;62 rue des Archives;75003;Paris;Diagnostic;Du Bouétiez Emmanuelle;2002;Non;Non;Oui;Oui;Non;652944.21;6862576.02;48.861497866174396; 2.3586161818533826
1837;1 place Paul Painlevé;75005;Paris;;;1900;Non;Non;Oui;Non;Non;651903.516;6861322.11;48.85014475601678; 2.344573731794844
30;1v place du Châtelet;75001;Paris;Découverte ancienne;;1912;Oui;Non;Non;Non;Non;652070.678;6862151.29;48.85761396469893; 2.3467581215100473
121;6 rue des Lavandières Sainte-Opportune;75001;Paris;Découverte ancienne;Grimault Prudent Aimé;1922;Non;Non;Non;Non;Oui;652031.606;6862276.17;48.8587340435197; 2.3462115314067864
206;25 rue de la Lune;75002;Paris;Découverte ancienne;Grimault Prudent Aimé;1925-1927;Non;Non;Oui;Oui;Non;652287.376;6863499.61;48.86975525796288; 2.349560053569721
195;6 place du Panthéon;75005;Paris;Suivi de travaux;Grimault Prudent Aimé;1925-1926;Non;Non;Oui;Oui;Non;652078.362;6860943.31;48.846751194118774; 2.3469989941487848
280;23 rue Clovis;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1933;Non;Non;Oui;Non;Non;652106.23;6860899.37;48.84635809643975; 2.3473836669749217
169;16 quai de Gesvres;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1925;Non;Non;Non;Oui;Non;652157.848;6862095.66;48.857120178275395; 2.347952391993654
174;1v place du Chatelet;75001;Paris;Découverte ancienne;Grimault Prudent Aimé;1925;Non;Non;Non;Non;Oui;652070.678;6862151.29;48.85761396469893; 2.3467581215100473
177;3 rue Pierre-Budin;75018;Paris;Découverte ancienne;Grimault Prudent Aimé;1924;Non;Non;Non;Non;Oui;652551.336;6865714.36;48.889691382016316; 2.352910894943432
325;23 rue des Bernardins;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1932 - 1933;Non;Non;Oui;Oui;Non;652313.243;6861214.79;48.84921008634712; 2.3501689957330965
230;22 rue du Cloitre Notre-Dame;75004;Paris;Découverte ancienne;Capitan Louis;1918 - 1919;Non;Non;Non;Non;Non;652264.804;6861701.49;48.853583294394326; 2.349454304534929
413;26 rue Bréguet;75011;Paris;;;1935;Non;Non;Non;Non;Non;654078.041;6862138.71;48.857646978918275; 2.3741172114477678
427;1 place Louis Lépine;75004;Paris;Découverte ancienne;;1941;Non;Non;Non;Non;Non;652094.378;6861840.08;48.85481699166883; 2.347116190922958
538;1 place de la Bastille;75004;Paris;;;1967;Non;Non;Non;Oui;Non;653627.725;6861627.73;48.85301953187467; 2.368035730027262
442;4 rue Valette;75005;Paris;Découverte ancienne;Fleury Michel;1956;Non;Oui;Non;Non;Non;652057.09;6861029.53;48.84752503124228; 2.3466994251768583
559;2w rue de Médicis;75006;Paris;Sauvetage urgent;Fleury Michel;1972 - 1973;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
677;1 quai de Montebello;75005;Paris;Découverte fortuite;;1981;Non;Non;Non;Oui;Oui;652305.04;6861461.72;48.85143011860289; 2.350029520336286
626;67 rue Claude Bernard;75005;Paris;;;1969;Non;Non;Non;Non;Non;651870.063;6860292.05;48.84087888630141; 2.3442344497439316
576;22 rue du Cloitre Notre-Dame;75004;Paris;Fouille;Kruta Vinceslas;1976 - 1983;Non;Oui;Oui;Oui;Non;652264.804;6861701.49;48.853583294394326; 2.349454304534929
602;1 rue Erasme;75005;Paris;;;;Non;Non;Non;Non;Non;651980.131;6860439.76;48.84221546577893; 2.345717370876308
885;17 rue Auguste Comte;75006;Paris;Diagnostic;Busson Didier;1995;Non;Non;Non;Non;Non;651183.14;6860671.25;48.844237399091284; 2.334832110813422
403;9 rue de Harlay;75001;Paris;Découverte ancienne;;1911;Non;Non;Oui;Non;Non;651799.9;6861929.95;48.85560323841557; 2.343092880200422
718;6 rue d'Arcole;75004;Paris;Fouille;;1983 - 1984;Non;Oui;Non;Non;Non;652274.531;6861788.7;48.85436829700614; 2.3495770703807977
746;80 boulevard Saint-Marcel;75005;Paris;Sauvetage urgent;Busson Didier;1986;Non;Oui;Oui;Non;Non;652529.43;6859905.02;48.83744723362949; 2.3532610433174517
741;26 rue d'Ulm;75005;Paris;Sauvetage urgent;Marquis Philippe;1985 - 1986;Non;Oui;Non;Non;Non;651910.033;6860594.89;48.843605360033806; 2.344744771981673
1810;151B rue Saint-Jacques;75005;Paris;Découverte ancienne;Magne Charles;1903;Non;Non;Oui;Non;Non;651812.895;6860928.82;48.84660114195111; 2.343383433227849
1151;176 rue Saint-Jacques;75005;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Oui;Non;Non;Non;651789.407;6860905.69;48.84639138639006; 2.343066013184131
334;23 rue de la Reine-Blanche;75013;Paris;Découverte ancienne;Magne Charles;1911;Non;Oui;Oui;Non;Non;652541.646;6859772.93;48.83626023912414; 2.3534422016830097
1152;31 rue d'Ulm;75005;Paris;Fouille;Ginoux Nathalie;1997;Non;Oui;Non;Non;Non;651900.539;6860524.04;48.842967478920485; 2.3446234288681373
362;1 rue du Petit-Pont;75005;Paris;Découverte ancienne;Sellier Charles;1913;Non;Oui;Non;Non;Non;652063.605;6861601.33;48.85266768699512; 2.3467237373582814
368;163 rue Saint-Jacques;75005;Paris;Découverte ancienne;Magne Charles;1911;Non;Oui;Non;Non;Non;651785.092;6860863.4;48.84601072334998; 2.343012013079181
1166;8v place Edmond Rostand;75006;Paris;Découverte ancienne;Vacquer Théodore;1860;Non;Oui;Non;Non;Non;651608.392;6861027.99;48.84747762222328; 2.340585639351371
1167;1 rue Valette;75005;Paris;Découverte ancienne;Vacquer Théodore;1854;Non;Oui;Non;Non;Non;652086.792;6861077.95;48.8479626713227; 2.34709868972661
1156;247 rue Saint-Jacques;75005;;Découverte ancienne;Vacquer Théodore;1865 ?;Non;Oui;Non;Non;Non;651666.728;6860479.56;48.84254995731815; 2.3414428519941306
897;12 rue des Lombards;75004;Paris;Sauvetage urgent;Marquis Philippe;1997;Non;Oui;Non;Non;Non;652291.682;6862325.89;48.85920051859737; 2.349750513326868
898;125 rue Saint-Jacques;75005;Paris;Diagnostic;Lafage Françoise;1997;Non;Oui;Non;Oui;Non;651847.934;6861019.73;48.84742126781976; 2.3438505735525252
943;23 rue Clovis;75005;Paris;Suivi de travaux;;2003;Non;Non;Non;Non;Non;652106.23;6860899.37;48.84635809643975; 2.3473836669749217
1813;47 rue Vieille du Temple;75004;Paris;Diagnostic;Goret Jean-François;2016;Non;Oui;Oui;Oui;Non;652899.829;6862204.76;48.8581559060028; 2.3580524219210908
1619;13 rue des Gobelins;75013;Paris;Découverte ancienne;Vacquer Théodore;1892;Non;Oui;Non;Non;Non;652373.335;6859723.35;48.83580191953185; 2.351154838777615
1630;3 rue du Petit Moine;75005;Paris;Découverte ancienne;Toulouze Eugène;1885;Non;Non;Non;Non;Non;652408.927;6859979.11;48.83810461491331; 2.351611096336298
996;3 place Saint-Germain-des-Prés;75006;Paris;Fouille;Goret Jean-François;2015;Non;Oui;Oui;Oui;Non;651107.009;6861761.04;48.85403203532024; 2.333669512417735
858;39 rue de Bretagne;75003;Paris;Sondage;Busson Didier;1992;Non;Non;Non;Non;Non;653205.178;6862735.86;48.86295435066187; 2.362155495714307
804;74 boulevard de Port-Royal;75005;Paris;Suivi de travaux;;1990;Non;Non;Non;Non;Non;651869.091;6859982.58;48.83809572952683; 2.3442562221614573
1319;21 rue du Sommerard;75005;Paris;Découverte ancienne;Magne Charles;1889;Non;Oui;Non;Non;Non;651982.803;6861313.39;48.850072269154296; 2.3456551362312728
1492;49 avenue de l'Observatoire;75014;Paris;Découverte ancienne;De Murat F.;1870;Non;Oui;Non;Non;Non;651339.137;6860118.57;48.83927894034595; 2.337020819084916
1427;1 impasse Royer-Collard;75005;;Suivi de travaux;Sellier Charles;1901;Non;Oui;Non;Non;Non;651641.236;6860839.71;48.845786899419586; 2.341054581097621
2154;68 boulevard de Magenta;75010;Paris;Découverte ancienne;;1871;Non;Non;Oui;Oui;Non;652902.135;6864026.51;48.87453878547692; 2.3578819431608067
1482;47 rue Vieille du Temple;75004;Paris;Suivi de travaux;Coxall David;2016;Non;Non;Oui;Non;Non;652899.829;6862204.76;48.8581559060028; 2.3580524219210908
1413;66 rue de la Montagne-Sainte-Geneviève;75005;Paris;Découverte ancienne;Vacquer Théodore;1873;Non;Oui;Oui;Non;Non;652133.107;6860960.51;48.84690998750396; 2.3477430027559265
1705;1 rue Beaubourg;75003;Paris;Découverte ancienne;Grimault Prudent Aimé;1922;Non;Non;Non;Non;Non;652583.25;6862640.15;48.86204812830919; 2.35368925847313
1706;5 rue Rambuteau;75004;Paris;Découverte ancienne;Sellier Charles;1909;Non;Non;Oui;Non;Non;652775.848;6862431.08;48.86018214529594; 2.3563375645177116
2202;56 rue Saint-Jacques;75005;Paris;Découverte ancienne;Vacquer Théodore;1845 ?;Non;Oui;Non;Non;Non;651827.844;6861030.01;48.847512222926234; 2.3435756629653897
1965;155 rue Saint-Honoré;75001;Paris;Diagnostic;Courtoux Gilles;1994;Non;Non;Oui;Non;Non;651289.113;6862749.51;48.86293503525542; 2.3360378998700564
1967;1 rue Vaucanson;75003;Paris;Évaluation archéologique;Prié Arnaud;1999;Non;Non;Oui;Non;Non;652739.434;6863060.36;48.86583846443679; 2.355771290516541
2170;7 rue de l'Abbé de l'Epée;75005;Paris;Découverte ancienne;Vacquer Théodore;1887;Non;Oui;Non;Non;Non;651706.186;6860542.58;48.843119655003456; 2.3419733001903977
1349;1 quai de Bercy;75012;Paris;Diagnostic;Ginoux Nathalie;1996;Non;Oui;Non;Non;Non;654605.344;6860211.74;48.840355201168364; 2.381509377769873
982;10 rue de l'Abbaye;75006;Paris;Étude documentaire;;2012;Non;Non;Oui;Non;Non;651177.738;6861791.76;48.8543137151332; 2.33462985745188
1737;7 rue de Sévigné;75004;Paris;Découverte ancienne;Sellier Charles;1901;Non;Non;Oui;Non;Non;653181.971;6861914.0;48.85556174667518; 2.3619297046883565
1727;31 rue Guénégaud;75006;Paris;Étude du bâti;;1909;Non;Non;Oui;Non;Non;651427.542;6861903.96;48.85534152004696; 2.33802131270785
1661;3 rue Scipion;75005;Paris;Découverte ancienne;Magne Charles;1885;Non;Non;Oui;Non;Non;652586.565;6859957.03;48.83791917768619; 2.3540336190214277
2015;2 rue Bonaparte;75006;Paris;Découverte ancienne;;1806;Non;Oui;Non;Non;Non;651215.877;6862135.02;48.85740347874561; 2.3351102172942078
34;188 rue Saint-Honoré;75001;Paris;Découverte ancienne;Magne Charles;1913;Non;Non;Oui;Non;Oui;651473.976;6862698.56;48.86249080244927; 2.338563405867523
41;1 place de la Concorde;75008;Paris;Découverte ancienne;Magne Charles;1907;Non;Non;Non;Oui;Non;650092.212;6862884.17;48.864054388282526; 2.3197083198912223
2232;13 quai aux Fleurs;75004;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Non;Non;Non;652404.24;6861778.96;48.85429036432787; 2.351345809622787
2022;1 place du Docteur Antoine Béclère;75012;Paris;Découverte ancienne;Sellier Charles;1904;Non;Non;Oui;Non;Non;654727.109;6861295.42;48.85010929387888; 2.3830529696862204
2135;4 rue Payenne;75003;Paris;Sondage;Celly Paul;2018;Non;Non;Non;Non;Non;653194.843;6862136.01;48.85755922619426; 2.3620806822341502
393;2 cours du Commerce Saint-André;75006;Paris;Découverte ancienne;;1949;Non;Non;Oui;Non;Non;651503.856;6861666.26;48.85320972567198; 2.33908843670686
46;1 place de la Concorde;75008;Paris;Découverte ancienne;Magne Charles;1914-1915;Non;Non;Non;Oui;Non;650092.212;6862884.17;48.864054388282526; 2.3197083198912223
56;1 rue des Grands-Augustins;75006;Paris;Découverte ancienne;Magne Charles;1913;Non;Non;Non;Non;Non;651676.726;6861871.21;48.85506575895852; 2.3414209271751694
1663;11 rue Scipion;75005;Paris;Découverte ancienne;;1724;Non;Non;Non;Non;Non;652546.726;6860022.92;48.83850875295835; 2.3534835226364943
1241;1 rue du Sommerard;75005;Paris;Découverte ancienne;Vacquer Théodore;1856;Non;Non;Non;Non;Non;652126.131;6861265.4;48.84965134467039; 2.3476136244384525
1504;17 rue Pierre Nicole;75005;Paris;Découverte ancienne;Magne Charles;1882;Non;Oui;Non;Non;Non;651560.748;6860342.04;48.84130530738675; 2.340014566451771
1779;51 rue des Saints-Pères;75006;Paris;Sondage;Servat Edmond;1972;Non;Non;Non;Non;Non;650887.785;6861839.84;48.854724029123155; 2.330672891999011
1276;1 place Saint-Gervais;75004;Paris;Diagnostic;McIntyre Peter;1997;Non;Non;Non;Non;Non;652614.152;6861908.37;48.85546959365278; 2.3541920232875184
2239;12 place du Panthéon;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651923.462;6860950.65;48.84680569079573; 2.344887526203828
1465;31 rue Tournefort;75005;Paris;Découverte ancienne;Magne Charles;1892;Non;Oui;Non;Non;Non;652169.017;6860484.44;48.84263130348893; 2.3482858482110083
1089;18 rue Campagne Première;75014;Paris;Diagnostic;Celly Paul;2003;Non;Non;Non;Non;Non;650948.388;6860125.55;48.83931208836931; 2.3316965136940735
1117;64 rue Gay-Lussac;75005;Paris;Diagnostic;Peixoto Xavier;2002;Non;Oui;Non;Oui;Non;651779.249;6860431.48;48.84212605698561; 2.3429813678609057
13;19 rue de la Cité Universitaire;75014;Paris;Découverte ancienne;;1914;Non;Non;Non;Oui;Non;651662.689;6857977.1;48.820044816586254; 2.3416720879995165
17;123 rue Saint-Honoré;75001;Paris;Découverte ancienne;Magne Charles;1910;Non;Non;Non;Oui;Non;651709.639;6862587.82;48.86151259864405; 2.3417880566328657
1444;240 rue Saint-Jacques;75005;Paris;Découverte ancienne;Vacquer Théodore;1887;Non;Oui;Non;Non;Non;651697.918;6860661.51;48.84418858194454; 2.3418471433787733
1923;1 rue François Miron;75004;Paris;Découverte ancienne;;1818;Non;Oui;Oui;Non;Non;652644.203;6861959.92;48.8559353431048; 2.3545958196741967
1607;21 avenue des Gobelins;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652425.022;6859886.44;48.83727246149312; 2.3518407303116544
1514;85 rue de Rennes;75006;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;650822.171;6861312.8;48.84997935973601; 2.329839672570627
1530;1 rue Dante;75005;Paris;Découverte ancienne;Toulouze Eugène;1885-1886;Non;Oui;Non;Non;Non;652093.683;6861454.55;48.85134991363669; 2.3471501593394164
1227;70 rue de la Tombe-Issoire;75014;Paris;Découverte ancienne;Vacquer Théodore;1866;Non;Oui;Non;Non;Non;651038.694;6858963.77;48.82887096016318; 2.3330605194310814
2261;39 rue de Rivoli;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Non;Non;652297.715;6862177.58;48.85786723006171; 2.349849380831571
2266;99 rue Saint-Antoine;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Oui;Non;653167.517;6861824.83;48.85475877885625; 2.361742546722208
1200;83 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Vacquer Théodore;1865;Non;Oui;Non;Non;Non;651568.544;6860809.58;48.84551049028713; 2.340067543669965
1231;98 boulevard Arago;75014;Paris;Découverte ancienne;Vacquer Théodore;1867;Non;Oui;Non;Non;Non;651299.829;6859618.16;48.834775759143376; 2.336542576360729
1525;1 rue de l'École de Médecine;75006;;Découverte ancienne;Jollois Jean-Baptiste Prosper;1843 c.;Non;Oui;Oui;Non;Non;651737.998;6861354.95;48.85042771666306; 2.3423145413991566
1702;25 rue de Sévigné;75003;Paris;Découverte ancienne;Sellier Charles;1906;Non;Non;Non;Oui;Non;653262.402;6862103.93;48.857275584525794; 2.3630049486639964
1767;1 place Saint-Germain-des-Prés;75006;Paris;Découverte ancienne;Vacquer Théodore;1870;Non;Non;Non;Non;Non;651115.964;6861789.95;48.85429266386321; 2.3337882248161397
1675;1 place des Petits Pères;75002;Paris;Découverte ancienne;;1901;Non;Non;Non;Non;Non;651617.92;6863122.37;48.86631286400236; 2.3404771026969358
1550;49 rue Monge;75005;Paris;Découverte ancienne;Vacquer Théodore;1869 - 1870;Non;Oui;Non;Non;Non;652467.278;6860760.9;48.845139607258425; 2.352318680594841
1879;8 boulevard du Palais;75001;Paris;Découverte ancienne;;1784;Non;Oui;Non;Non;Non;651949.454;6861844.15;48.85484282730178; 2.345140718101695
1752;15 rue Neuve Saint-Pierre;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1922;Non;Non;Non;Oui;Non;653268.939;6861716.41;48.85379112938261; 2.363136635717483
2052;11 rue d'Arcole;75004;Paris;Diagnostic;De Filippo Raphaël;1999;Non;Non;Oui;Non;Non;652291.905;6861773.96;48.85423703710438; 2.3498154938558904
1684;292 rue Saint-Martin;75003;Paris;Découverte ancienne;Sellier Charles;1901;Non;Non;Oui;Oui;Non;652657.577;6863187.12;48.86697242028375; 2.35464139048997
2254;22 rue du Cloître Notre-Dame;75004;Paris;Découverte ancienne;Vacquer Théodore;1847;Non;Non;Oui;Non;Non;652264.804;6861701.49;48.853583294394326; 2.349454304534929
85;48 rue de Rennes;75006;Paris;Découverte ancienne;;1913;Non;Non;Oui;Non;Non;651038.604;6861710.0;48.853567815356975; 2.3327431880707428
105;1 place Saint-Gervais;75004;Paris;Découverte ancienne;Magne Charles;1914;Non;Non;Oui;Non;Non;652614.152;6861908.37;48.85546959365278; 2.3541920232875184
21;75 rue Beaubourg;75003;Paris;Découverte ancienne;Magne Charles;1913;Non;Non;Oui;Oui;Non;652656.017;6862821.68;48.8636859629545; 2.354660838134328
58;11 rue Dupetit-Thouars;75003;Paris;Découverte ancienne;Magne Charles;1912;Non;Non;Oui;Non;Non;653199.097;6862975.3;48.86510713117144; 2.3620462438511476
118;94 rue de Charonne;75011;Paris;Découverte ancienne;Sellier Charles;1907-1908;Non;Non;Non;Oui;Non;654707.337;6861729.78;48.85401412714839; 2.3827372713109938
135;254 rue Saint-Martin;75003;Paris;Découverte ancienne;;1902;Non;Non;Non;Oui;Non;652596.578;6863058.14;48.86580804795503; 2.353824294008589
104;168b boulevard Saint-Germain;75006;Paris;Découverte ancienne;Magne Charles;1912;Non;Non;Oui;Oui;Non;651221.268;6861699.32;48.85348564460286; 2.3352336809996754
1042;1 rue de Jouy;75004;Paris;;;1934;Non;Non;Non;Non;Non;652937.872;6861805.11;48.85456472204878; 2.3586151451923065
245;6 rue des Blancs-Manteaux;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1929;Non;Non;Oui;Oui;Non;652889.976;6862253.54;48.85859391304491; 2.3579127305084446
247;5 rue Clovis;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1928 - 1930;Non;Non;Oui;Non;Non;652292.036;6860853.34;48.845958013864745; 2.3499205689199227
496;8 boulevard du Palais;75001;Paris;Découverte ancienne;Fleury Michel;1962;Non;Non;Non;Oui;Non;651949.454;6861844.15;48.85484282730178; 2.345140718101695
486;1 place de la Bastille;75004;Paris;;Fleury Michel;1961;Non;Non;Non;Oui;Oui;653627.725;6861627.73;48.85301953187467; 2.368035730027262
558;17 rue de la Reine-Blanche;75013;Paris;Découverte fortuite;Périn Patrick;1972;Non;Oui;Oui;Non;Non;652576.67;6859803.08;48.83653399434773; 2.353915975190801
523;2 rue de l'Amiral de Coligny;75001;Paris;Suivi de travaux;;1964;Non;Non;Oui;Oui;Non;651591.096;6862336.08;48.859239864550524; 2.3402010258644457
418;1 rue Clovis;75005;Paris;;Renault G.;1946;Non;Non;Oui;Non;Non;652320.309;6860846.12;48.84589515017165; 2.3503066155624404
383;4 rue de Lobau;75004;Paris;Découverte ancienne;Renault G.;1954;Non;Non;Oui;Non;Non;652582.17;6862019.14;48.85646337650452; 2.3537438142147473
471;26 rue d'Ulm;75005;Paris;;Fleury Michel;1960;Non;Oui;Non;Non;Non;651910.033;6860594.89;48.843605360033806; 2.344744771981673
498;16 rue Pierre-Nicole;75005;Paris;;Fleury Michel;1962;Non;Non;Oui;Oui;Non;651555.385;6860361.96;48.84148400018833; 2.339939230768714
507;3 rue de la Cité;75004;Paris;Découverte ancienne;;1962;Non;Non;Non;Non;Non;652170.953;6861871.8;48.85510792735242; 2.348156180652875
475;7 rue Pierre-Nicole;75005;Paris;Suivi de travaux;Travers Laurent;1960;Non;Oui;Non;Oui;Non;651607.369;6860432.14;48.84211908978868; 2.3406394978160003
622;43 rue Saint-Merri;75004;Paris;Découverte fortuite;;1972;Non;Oui;Non;Non;Non;652398.015;6862409.61;48.859961214622786; 2.351190358642687
649;48 boulevard Raspail;75006;Paris;Découverte ancienne;;1911;Non;Non;Non;Oui;Non;650600.057;6861412.3;48.85085719221665; 2.326801447972063
